Date,SKU,Product Name,City,Sales
2025-01-04,B004,Goli's Travel,Pune,10
2025-01-04,B005,Story of Your Life,Pune,10
2025-01-04,V001,Prince of Dholakpur,Pune,68
2025-01-04,V002,Nario,Pune,39
2025-01-04,V003,Pacman,Pune,6
2025-01-04,V004,LTA Wise City,Pune,65
2025-01-04,V005,HIFA 2023,Pune,28
2025-01-04,S001,Abibas Football,Pune,50
2025-01-04,S002,Rural Terrain Cycles,Pune,16
2025-01-04,S003,Monex Badminton Rackets,Pune,22
2025-01-04,S004,Yoga Mattress,Pune,59
2025-01-04,S005,Rocky Gym Set,Pune,54
2025-01-04,ME001,Pyllum Trimmers,Pune,43
2025-01-04,ME002,Softcare Electric Toothbrush,Pune,30
2025-01-04,ME003,Leg Messager,Pune,20
2025-01-04,ME004,NoFat Weighing Scale,Pune,5
2025-01-04,ME005,Screw Activity Watch,Pune,19
2025-01-04,K001,SureIt Purifier,Pune,51
2025-01-04,K002,Parrot Induction Stove,Pune,31
2025-01-04,K003,Jalepenoware Tiffin,Pune,33
2025-01-04,K004,Yamaka Rex 5000W Mixer Grinder,Pune,37
2025-01-04,K005,Mr.Clean Dishwasher,Pune,46
2025-01-04,H001,Blessing Atta 10kg pack,Pune,14
2025-01-04,H002,Amazing CornFlakes,Pune,68
2025-01-04,H003,Tata Yellow Label,Pune,16
2025-01-04,H004,Descafe Gold Blend coffee,Pune,4
2025-01-04,H005,Handmade Basmati Rice,Pune,23
2025-01-04,P001,Podigree Dog Food,Pune,7
2025-01-04,P002,Matty Dog Bed,Pune,6
2025-01-04,P003,Park Range Pet Shampoo,Pune,16
2025-01-04,P004,Old Mint Pet Shampoos,Pune,8
2025-01-04,P005,Reflective Dog RainCoat,Pune,40
2025-01-04,G001,Crafting Chandlar,Pune,42
2025-01-04,G002,Desi Kurti,Pune,71
2025-01-04,G003,Family Cake and Card Combo,Pune,25
2025-01-04,G004,Exact Flower Vase,Pune,74
2025-01-04,G005,Friends Dinner Set,Pune,68
2025-01-05,F001,Prateek England,Pune,25
2025-01-05,F002,Lucy Phillepe,Pune,8
2025-01-05,F003,Badlands,Pune,4
2025-01-05,F004,Allen Dolly,Pune,16
2025-01-05,F005,Bucchi,Pune,12
2025-01-05,M001,Jhaomi,Pune,7
2025-01-05,M002,Samson,Pune,21
2025-01-05,M003,Mokia,Pune,15
2025-01-05,M004,Hotorola,Pune,7
2025-01-05,M005,2plus,Pune,2
2025-01-05,B001,Harry putar,Pune,17
2025-01-05,B002,4 states,Pune,8
2025-01-05,B003,Shaktiman Returns,Pune,9
2025-01-05,B004,Goli's Travel,Pune,20
2025-01-05,B005,Story of Your Life,Pune,25
2025-01-05,V001,Prince of Dholakpur,Pune,1
2025-01-05,V002,Nario,Pune,51
2025-01-05,V003,Pacman,Pune,18
2025-01-05,V004,LTA Wise City,Pune,20
2025-01-05,V005,HIFA 2023,Pune,13
2025-01-05,S001,Abibas Football,Pune,3
2025-01-05,S002,Rural Terrain Cycles,Pune,10
2025-01-05,S003,Monex Badminton Rackets,Pune,32
2025-01-05,S004,Yoga Mattress,Pune,21
2025-01-05,S005,Rocky Gym Set,Pune,4
2025-01-05,ME001,Pyllum Trimmers,Pune,12
2025-01-05,ME002,Softcare Electric Toothbrush,Pune,7
2025-01-05,ME003,Leg Messager,Pune,13
2025-01-05,ME004,NoFat Weighing Scale,Pune,9
2025-01-05,ME005,Screw Activity Watch,Pune,20
2025-01-05,K001,SureIt Purifier,Pune,27
2025-01-05,K002,Parrot Induction Stove,Pune,19
2025-01-05,K003,Jalepenoware Tiffin,Pune,3
2025-01-05,K004,Yamaka Rex 5000W Mixer Grinder,Pune,10
2025-01-05,K005,Mr.Clean Dishwasher,Pune,8
2025-01-05,H001,Blessing Atta 10kg pack,Pune,10
2025-01-05,H002,Amazing CornFlakes,Pune,42
2025-01-05,H003,Tata Yellow Label,Pune,47
2025-01-05,H004,Descafe Gold Blend coffee,Pune,62
2025-01-05,H005,Handmade Basmati Rice,Pune,48
2025-01-05,P001,Podigree Dog Food,Pune,12
2025-01-05,P002,Matty Dog Bed,Pune,11
2025-01-05,P003,Park Range Pet Shampoo,Pune,74
2025-01-05,P004,Old Mint Pet Shampoos,Pune,84
2025-01-05,P005,Reflective Dog RainCoat,Pune,3
2025-01-05,G001,Crafting Chandlar,Pune,59
2025-01-05,G002,Desi Kurti,Pune,77
2025-01-05,G003,Family Cake and Card Combo,Pune,45
2025-01-05,G004,Exact Flower Vase,Pune,72
2025-01-05,G005,Friends Dinner Set,Pune,7
2025-01-06,F001,Prateek England,Pune,32
2025-01-06,F002,Lucy Phillepe,Pune,6
2025-01-06,F003,Badlands,Pune,27
2025-01-06,F004,Allen Dolly,Pune,0
2025-01-06,F005,Bucchi,Pune,12
2025-01-06,M001,Jhaomi,Pune,1
2025-01-06,M002,Samson,Pune,9
2025-01-06,M003,Mokia,Pune,8
2025-01-06,M004,Hotorola,Pune,21
2025-01-06,M005,2plus,Pune,8
2025-01-06,B001,Harry putar,Pune,54
2025-01-06,B002,4 states,Pune,40
2025-01-06,B003,Shaktiman Returns,Pune,16
2025-01-06,B004,Goli's Travel,Pune,29
2025-01-06,B005,Story of Your Life,Pune,34
2025-01-06,V001,Prince of Dholakpur,Pune,30
2025-01-06,V002,Nario,Pune,57
2025-01-06,V003,Pacman,Pune,13
2025-01-06,V004,LTA Wise City,Pune,26
2025-01-06,V005,HIFA 2023,Pune,25
2025-01-06,S001,Abibas Football,Pune,8
2025-01-06,S002,Rural Terrain Cycles,Pune,0
2025-01-06,S003,Monex Badminton Rackets,Pune,16
2025-01-06,S004,Yoga Mattress,Pune,25
2025-01-06,S005,Rocky Gym Set,Pune,2
2025-01-06,ME001,Pyllum Trimmers,Pune,20
2025-01-06,ME002,Softcare Electric Toothbrush,Pune,32
2025-01-06,ME003,Leg Messager,Pune,3
2025-01-06,ME004,NoFat Weighing Scale,Pune,7
2025-01-06,ME005,Screw Activity Watch,Pune,0
2025-01-06,K001,SureIt Purifier,Pune,16
2025-01-06,K002,Parrot Induction Stove,Pune,5
2025-01-06,K003,Jalepenoware Tiffin,Pune,12
2025-01-06,K004,Yamaka Rex 5000W Mixer Grinder,Pune,13
2025-01-06,K005,Mr.Clean Dishwasher,Pune,17
2025-01-06,H001,Blessing Atta 10kg pack,Pune,23
2025-01-06,H002,Amazing CornFlakes,Pune,29
2025-01-06,H003,Tata Yellow Label,Pune,38
2025-01-06,H004,Descafe Gold Blend coffee,Pune,92
2025-01-06,H005,Handmade Basmati Rice,Pune,28
2025-01-06,P001,Podigree Dog Food,Pune,30
2025-01-06,P002,Matty Dog Bed,Pune,66
2025-01-06,P003,Park Range Pet Shampoo,Pune,21
2025-01-06,P004,Old Mint Pet Shampoos,Pune,47
2025-01-06,P005,Reflective Dog RainCoat,Pune,28
2025-01-06,G001,Crafting Chandlar,Pune,25
2025-01-06,G002,Desi Kurti,Pune,42
2025-01-06,G003,Family Cake and Card Combo,Pune,58
2025-01-06,G004,Exact Flower Vase,Pune,40
2025-01-06,G005,Friends Dinner Set,Pune,44
2025-01-07,F001,Prateek England,Pune,6
2025-01-07,F002,Lucy Phillepe,Pune,22
2025-01-07,F003,Badlands,Pune,30
2025-01-07,F004,Allen Dolly,Pune,5
2025-01-07,F005,Bucchi,Pune,63
2025-01-07,M001,Jhaomi,Pune,2
2025-01-07,M002,Samson,Pune,28
2025-01-07,M003,Mokia,Pune,5
2025-01-07,M004,Hotorola,Pune,9
2025-01-07,M005,2plus,Pune,10
2025-01-07,B001,Harry putar,Pune,38
2025-01-07,B002,4 states,Pune,15
2025-01-07,B003,Shaktiman Returns,Pune,9
2025-01-07,B004,Goli's Travel,Pune,33
2025-01-07,B005,Story of Your Life,Pune,30
2025-01-07,V001,Prince of Dholakpur,Pune,28
2025-01-07,V002,Nario,Pune,48
2025-01-07,V003,Pacman,Pune,83
2025-01-07,V004,LTA Wise City,Pune,31
2025-01-07,V005,HIFA 2023,Pune,12
2025-01-07,S001,Abibas Football,Pune,22
2025-01-07,S002,Rural Terrain Cycles,Pune,34
2025-01-07,S003,Monex Badminton Rackets,Pune,36
2025-01-07,S004,Yoga Mattress,Pune,13
2025-01-07,S005,Rocky Gym Set,Pune,7
2025-01-07,ME001,Pyllum Trimmers,Pune,7
2025-01-07,ME002,Softcare Electric Toothbrush,Pune,20
2025-01-07,ME003,Leg Messager,Pune,1
2025-01-07,ME004,NoFat Weighing Scale,Pune,14
2025-01-07,ME005,Screw Activity Watch,Pune,12
2025-01-07,K001,SureIt Purifier,Pune,20
2025-01-07,K002,Parrot Induction Stove,Pune,27
2025-01-07,K003,Jalepenoware Tiffin,Pune,2
2025-01-07,K004,Yamaka Rex 5000W Mixer Grinder,Pune,32
2025-01-07,K005,Mr.Clean Dishwasher,Pune,12
2025-01-07,H001,Blessing Atta 10kg pack,Pune,24
2025-01-07,H002,Amazing CornFlakes,Pune,36
2025-01-07,H003,Tata Yellow Label,Pune,75
2025-01-07,H004,Descafe Gold Blend coffee,Pune,73
2025-01-07,H005,Handmade Basmati Rice,Pune,40
2025-01-07,P001,Podigree Dog Food,Pune,69
2025-01-07,P002,Matty Dog Bed,Pune,20
2025-01-07,P003,Park Range Pet Shampoo,Pune,62
2025-01-07,P004,Old Mint Pet Shampoos,Pune,46
2025-01-07,P005,Reflective Dog RainCoat,Pune,22
2025-01-07,G001,Crafting Chandlar,Pune,17
2025-01-07,G002,Desi Kurti,Pune,43
2025-01-07,G003,Family Cake and Card Combo,Pune,19
2025-01-07,G004,Exact Flower Vase,Pune,33
2025-01-07,G005,Friends Dinner Set,Pune,70
2025-01-08,F001,Prateek England,Pune,34
2025-01-08,F002,Lucy Phillepe,Pune,37
2025-01-08,F003,Badlands,Pune,31
2025-01-08,F004,Allen Dolly,Pune,37
2025-01-08,F005,Bucchi,Pune,49
2025-01-08,M001,Jhaomi,Pune,26
2025-01-08,M002,Samson,Pune,24
2025-01-08,M003,Mokia,Pune,27
2025-01-08,M004,Hotorola,Pune,2
2025-01-08,M005,2plus,Pune,3
2025-01-08,B001,Harry putar,Pune,38
2025-01-08,B002,4 states,Pune,7
2025-01-08,B003,Shaktiman Returns,Pune,4
2025-01-08,B004,Goli's Travel,Pune,17
2025-01-08,B005,Story of Your Life,Pune,26
2025-01-08,V001,Prince of Dholakpur,Pune,13
2025-01-08,V002,Nario,Pune,39
2025-01-08,V003,Pacman,Pune,17
2025-01-08,V004,LTA Wise City,Pune,1
2025-01-08,V005,HIFA 2023,Pune,39
2025-01-08,S001,Abibas Football,Pune,60
2025-01-08,S002,Rural Terrain Cycles,Pune,21
2025-01-08,S003,Monex Badminton Rackets,Pune,2
2025-01-08,S004,Yoga Mattress,Pune,30
2025-01-08,S005,Rocky Gym Set,Pune,20
2025-01-08,ME001,Pyllum Trimmers,Pune,16
2025-01-08,ME002,Softcare Electric Toothbrush,Pune,4
2025-01-08,ME003,Leg Messager,Pune,9
2025-01-08,ME004,NoFat Weighing Scale,Pune,2
2025-01-08,ME005,Screw Activity Watch,Pune,7
2025-01-08,K001,SureIt Purifier,Pune,13
2025-01-08,K002,Parrot Induction Stove,Pune,44
2025-01-08,K003,Jalepenoware Tiffin,Pune,19
2025-01-08,K004,Yamaka Rex 5000W Mixer Grinder,Pune,4
2025-01-08,K005,Mr.Clean Dishwasher,Pune,0
2025-01-08,H001,Blessing Atta 10kg pack,Pune,63
2025-01-08,H002,Amazing CornFlakes,Pune,99
2025-01-08,H003,Tata Yellow Label,Pune,36
2025-01-08,H004,Descafe Gold Blend coffee,Pune,33
2025-01-08,H005,Handmade Basmati Rice,Pune,47
2025-01-08,P001,Podigree Dog Food,Pune,82
2025-01-08,P002,Matty Dog Bed,Pune,33
2025-01-08,P003,Park Range Pet Shampoo,Pune,23
2025-01-08,P004,Old Mint Pet Shampoos,Pune,74
2025-01-08,P005,Reflective Dog RainCoat,Pune,7
2025-01-08,G001,Crafting Chandlar,Pune,69
2025-01-08,G002,Desi Kurti,Pune,57
2025-01-08,G003,Family Cake and Card Combo,Pune,33
2025-01-08,G004,Exact Flower Vase,Pune,48
2025-01-08,G005,Friends Dinner Set,Pune,70
2025-01-09,F001,Prateek England,Pune,32
2025-01-09,F002,Lucy Phillepe,Pune,8
2025-01-09,F003,Badlands,Pune,9
2025-01-09,F004,Allen Dolly,Pune,38
2025-01-09,F005,Bucchi,Pune,31
2025-01-09,M001,Jhaomi,Pune,10
2025-01-09,M002,Samson,Pune,6
2025-01-09,M003,Mokia,Pune,18
2025-01-09,M004,Hotorola,Pune,27
2025-01-09,M005,2plus,Pune,2
2025-01-09,B001,Harry putar,Pune,53
2025-01-09,B002,4 states,Pune,46
2025-01-09,B003,Shaktiman Returns,Pune,37
2025-01-09,B004,Goli's Travel,Pune,2
2025-01-09,B005,Story of Your Life,Pune,27
2025-01-09,V001,Prince of Dholakpur,Pune,29
2025-01-09,V002,Nario,Pune,43
2025-01-09,V003,Pacman,Pune,36
2025-01-09,V004,LTA Wise City,Pune,46
2025-01-09,V005,HIFA 2023,Pune,19
2025-01-09,S001,Abibas Football,Pune,20
2025-01-09,S002,Rural Terrain Cycles,Pune,14
2025-01-09,S003,Monex Badminton Rackets,Pune,17
2025-01-09,S004,Yoga Mattress,Pune,27
2025-01-09,S005,Rocky Gym Set,Pune,4
2025-01-09,ME001,Pyllum Trimmers,Pune,7
2025-01-09,ME002,Softcare Electric Toothbrush,Pune,22
2025-01-09,ME003,Leg Messager,Pune,6
2025-01-09,ME004,NoFat Weighing Scale,Pune,2
2025-01-09,ME005,Screw Activity Watch,Pune,12
2025-01-09,K001,SureIt Purifier,Pune,3
2025-01-09,K002,Parrot Induction Stove,Pune,10
2025-01-09,K003,Jalepenoware Tiffin,Pune,23
2025-01-09,K004,Yamaka Rex 5000W Mixer Grinder,Pune,12
2025-01-09,K005,Mr.Clean Dishwasher,Pune,11
2025-01-09,H001,Blessing Atta 10kg pack,Pune,39
2025-01-09,H002,Amazing CornFlakes,Pune,71
2025-01-09,H003,Tata Yellow Label,Pune,22
2025-01-09,H004,Descafe Gold Blend coffee,Pune,6
2025-01-09,H005,Handmade Basmati Rice,Pune,59
2025-01-09,P001,Podigree Dog Food,Pune,59
2025-01-09,P002,Matty Dog Bed,Pune,53
2025-01-09,P003,Park Range Pet Shampoo,Pune,27
2025-01-09,P004,Old Mint Pet Shampoos,Pune,73
2025-01-09,P005,Reflective Dog RainCoat,Pune,45
2025-01-09,G001,Crafting Chandlar,Pune,64
2025-01-09,G002,Desi Kurti,Pune,69
2025-01-09,G003,Family Cake and Card Combo,Pune,0
2025-01-09,G004,Exact Flower Vase,Pune,52
2025-01-09,G005,Friends Dinner Set,Pune,58
2025-01-10,F001,Prateek England,Pune,35
2025-01-10,F002,Lucy Phillepe,Pune,8
2025-01-10,F003,Badlands,Pune,60
2025-01-10,F004,Allen Dolly,Pune,12
2025-01-10,F005,Bucchi,Pune,13
2025-01-10,M001,Jhaomi,Pune,0
2025-01-10,M002,Samson,Pune,4
2025-01-10,M003,Mokia,Pune,2
2025-01-10,M004,Hotorola,Pune,6
2025-01-10,M005,2plus,Pune,9
2025-01-10,B001,Harry putar,Pune,21
2025-01-10,B002,4 states,Pune,44
2025-01-10,B003,Shaktiman Returns,Pune,22
2025-01-10,B004,Goli's Travel,Pune,17
2025-01-10,B005,Story of Your Life,Pune,4
2025-01-10,V001,Prince of Dholakpur,Pune,21
2025-01-10,V002,Nario,Pune,34
2025-01-10,V003,Pacman,Pune,32
2025-01-10,V004,LTA Wise City,Pune,74
2025-01-10,V005,HIFA 2023,Pune,26
2025-01-10,S001,Abibas Football,Pune,9
2025-01-10,S002,Rural Terrain Cycles,Pune,17
2025-01-10,S003,Monex Badminton Rackets,Pune,34
2025-01-10,S004,Yoga Mattress,Pune,4
2025-01-10,S005,Rocky Gym Set,Pune,11
2025-01-10,ME001,Pyllum Trimmers,Pune,14
2025-01-10,ME002,Softcare Electric Toothbrush,Pune,24
2025-01-10,ME003,Leg Messager,Pune,4
2025-01-10,ME004,NoFat Weighing Scale,Pune,9
2025-01-10,ME005,Screw Activity Watch,Pune,4
2025-01-10,K001,SureIt Purifier,Pune,2
2025-01-10,K002,Parrot Induction Stove,Pune,15
2025-01-10,K003,Jalepenoware Tiffin,Pune,10
2025-01-10,K004,Yamaka Rex 5000W Mixer Grinder,Pune,7
2025-01-10,K005,Mr.Clean Dishwasher,Pune,17
2025-01-10,H001,Blessing Atta 10kg pack,Pune,73
2025-01-10,H002,Amazing CornFlakes,Pune,52
2025-01-10,H003,Tata Yellow Label,Pune,66
2025-01-10,H004,Descafe Gold Blend coffee,Pune,79
2025-01-10,H005,Handmade Basmati Rice,Pune,23
2025-01-10,P001,Podigree Dog Food,Pune,75
2025-01-10,P002,Matty Dog Bed,Pune,31
2025-01-10,P003,Park Range Pet Shampoo,Pune,9
2025-01-10,P004,Old Mint Pet Shampoos,Pune,41
2025-01-10,P005,Reflective Dog RainCoat,Pune,44
2025-01-10,G001,Crafting Chandlar,Pune,65
2025-01-10,G002,Desi Kurti,Pune,39
2025-01-10,G003,Family Cake and Card Combo,Pune,59
2025-01-10,G004,Exact Flower Vase,Pune,17
2025-01-10,G005,Friends Dinner Set,Pune,23
2025-01-11,F001,Prateek England,Pune,29
2025-01-11,F002,Lucy Phillepe,Pune,18
2025-01-11,F003,Badlands,Pune,12
2025-01-11,F004,Allen Dolly,Pune,7
2025-01-11,F005,Bucchi,Pune,9
2025-01-11,M001,Jhaomi,Pune,18
2025-01-11,M002,Samson,Pune,10
2025-01-11,M003,Mokia,Pune,24
2025-01-11,M004,Hotorola,Pune,11
2025-01-11,M005,2plus,Pune,2
2025-01-11,B001,Harry putar,Pune,13
2025-01-11,B002,4 states,Pune,22
2025-01-11,B003,Shaktiman Returns,Pune,5
2025-01-11,B004,Goli's Travel,Pune,20
2025-01-11,B005,Story of Your Life,Pune,21
2025-01-11,V001,Prince of Dholakpur,Pune,2
2025-01-11,V002,Nario,Pune,26
2025-01-11,V003,Pacman,Pune,19
2025-01-11,V004,LTA Wise City,Pune,24
2025-01-11,V005,HIFA 2023,Pune,25
2025-01-11,S001,Abibas Football,Pune,31
2025-01-11,S002,Rural Terrain Cycles,Pune,2
2025-01-11,S003,Monex Badminton Rackets,Pune,12
2025-01-11,S004,Yoga Mattress,Pune,21
2025-01-11,S005,Rocky Gym Set,Pune,2
2025-01-11,ME001,Pyllum Trimmers,Pune,5
2025-01-11,ME002,Softcare Electric Toothbrush,Pune,10
2025-01-11,ME003,Leg Messager,Pune,10
2025-01-11,ME004,NoFat Weighing Scale,Pune,7
2025-01-11,ME005,Screw Activity Watch,Pune,0
2025-01-11,K001,SureIt Purifier,Pune,38
2025-01-11,K002,Parrot Induction Stove,Pune,30
2025-01-11,K003,Jalepenoware Tiffin,Pune,28
2025-01-11,K004,Yamaka Rex 5000W Mixer Grinder,Pune,12
2025-01-11,K005,Mr.Clean Dishwasher,Pune,22
2025-01-11,H001,Blessing Atta 10kg pack,Pune,53
2025-01-11,H002,Amazing CornFlakes,Pune,60
2025-01-11,H003,Tata Yellow Label,Pune,73
2025-01-11,H004,Descafe Gold Blend coffee,Pune,19
2025-01-11,H005,Handmade Basmati Rice,Pune,27
2025-01-11,P001,Podigree Dog Food,Pune,80
2025-01-11,P002,Matty Dog Bed,Pune,16
2025-01-11,P003,Park Range Pet Shampoo,Pune,20
2025-01-11,P004,Old Mint Pet Shampoos,Pune,85
2025-01-11,P005,Reflective Dog RainCoat,Pune,34
2025-01-11,G001,Crafting Chandlar,Pune,61
2025-01-11,G002,Desi Kurti,Pune,36
2025-01-11,G003,Family Cake and Card Combo,Pune,35
2025-01-11,G004,Exact Flower Vase,Pune,0
2025-01-11,G005,Friends Dinner Set,Pune,72
2025-01-12,F001,Prateek England,Pune,10
2025-01-12,F002,Lucy Phillepe,Pune,2
2025-01-12,F003,Badlands,Pune,37
2025-01-12,F004,Allen Dolly,Pune,55
2025-01-12,F005,Bucchi,Pune,17
2025-01-12,M001,Jhaomi,Pune,8
2025-01-12,M002,Samson,Pune,22
2025-01-12,M003,Mokia,Pune,9
2025-01-12,M004,Hotorola,Pune,0
2025-01-12,M005,2plus,Pune,0
2025-01-12,B001,Harry putar,Pune,8
2025-01-12,B002,4 states,Pune,43
2025-01-12,B003,Shaktiman Returns,Pune,6
2025-01-12,B004,Goli's Travel,Pune,58
2025-01-12,B005,Story of Your Life,Pune,23
2025-01-12,V001,Prince of Dholakpur,Pune,55
2025-01-12,V002,Nario,Pune,57
2025-01-12,V003,Pacman,Pune,17
2025-01-12,V004,LTA Wise City,Pune,98
2025-01-12,V005,HIFA 2023,Pune,69
2025-01-12,S001,Abibas Football,Pune,50
2025-01-12,S002,Rural Terrain Cycles,Pune,1
2025-01-12,S003,Monex Badminton Rackets,Pune,21
2025-01-12,S004,Yoga Mattress,Pune,57
2025-01-12,S005,Rocky Gym Set,Pune,22
2025-01-12,ME001,Pyllum Trimmers,Pune,8
2025-01-12,ME002,Softcare Electric Toothbrush,Pune,19
2025-01-12,ME003,Leg Messager,Pune,6
2025-01-12,ME004,NoFat Weighing Scale,Pune,11
2025-01-12,ME005,Screw Activity Watch,Pune,10
2025-01-12,K001,SureIt Purifier,Pune,11
2025-01-12,K002,Parrot Induction Stove,Pune,9
2025-01-12,K003,Jalepenoware Tiffin,Pune,2
2025-01-12,K004,Yamaka Rex 5000W Mixer Grinder,Pune,6
2025-01-12,K005,Mr.Clean Dishwasher,Pune,15
2025-01-12,H001,Blessing Atta 10kg pack,Pune,22
2025-01-12,H002,Amazing CornFlakes,Pune,21
2025-01-12,H003,Tata Yellow Label,Pune,79
2025-01-12,H004,Descafe Gold Blend coffee,Pune,71
2025-01-12,H005,Handmade Basmati Rice,Pune,42
2025-01-12,P001,Podigree Dog Food,Pune,36
2025-01-12,P002,Matty Dog Bed,Pune,63
2025-01-12,P003,Park Range Pet Shampoo,Pune,85
2025-01-12,P004,Old Mint Pet Shampoos,Pune,26
2025-01-12,P005,Reflective Dog RainCoat,Pune,73
2025-01-12,G001,Crafting Chandlar,Pune,15
2025-01-12,G002,Desi Kurti,Pune,3
2025-01-12,G003,Family Cake and Card Combo,Pune,66
2025-01-12,G004,Exact Flower Vase,Pune,36
2025-01-12,G005,Friends Dinner Set,Pune,5
2025-01-13,F001,Prateek England,Pune,32
2025-01-13,F002,Lucy Phillepe,Pune,13
2025-01-13,F003,Badlands,Pune,46
2025-01-13,F004,Allen Dolly,Pune,39
2025-01-13,F005,Bucchi,Pune,8
2025-01-13,M001,Jhaomi,Pune,18
2025-01-13,M002,Samson,Pune,18
2025-01-13,M003,Mokia,Pune,2
2025-01-13,M004,Hotorola,Pune,22
2025-01-13,M005,2plus,Pune,0
2025-01-13,B001,Harry putar,Pune,3
2025-01-13,B002,4 states,Pune,30
2025-01-13,B003,Shaktiman Returns,Pune,21
2025-01-13,B004,Goli's Travel,Pune,40
2025-01-13,B005,Story of Your Life,Pune,0
2025-01-13,V001,Prince of Dholakpur,Pune,29
2025-01-13,V002,Nario,Pune,16
2025-01-13,V003,Pacman,Pune,19
2025-01-13,V004,LTA Wise City,Pune,41
2025-01-13,V005,HIFA 2023,Pune,69
2025-01-13,S001,Abibas Football,Pune,10
2025-01-13,S002,Rural Terrain Cycles,Pune,8
2025-01-13,S003,Monex Badminton Rackets,Pune,8
2025-01-13,S004,Yoga Mattress,Pune,25
2025-01-13,S005,Rocky Gym Set,Pune,22
2025-01-13,ME001,Pyllum Trimmers,Pune,18
2025-01-13,ME002,Softcare Electric Toothbrush,Pune,15
2025-01-13,ME003,Leg Messager,Pune,16
2025-01-13,ME004,NoFat Weighing Scale,Pune,6
2025-01-13,ME005,Screw Activity Watch,Pune,11
2025-01-13,K001,SureIt Purifier,Pune,19
2025-01-13,K002,Parrot Induction Stove,Pune,12
2025-01-13,K003,Jalepenoware Tiffin,Pune,4
2025-01-13,K004,Yamaka Rex 5000W Mixer Grinder,Pune,7
2025-01-13,K005,Mr.Clean Dishwasher,Pune,1
2025-01-13,H001,Blessing Atta 10kg pack,Pune,55
2025-01-13,H002,Amazing CornFlakes,Pune,3
2025-01-13,H003,Tata Yellow Label,Pune,65
2025-01-13,H004,Descafe Gold Blend coffee,Pune,97
2025-01-13,H005,Handmade Basmati Rice,Pune,9
2025-01-13,P001,Podigree Dog Food,Pune,20
2025-01-13,P002,Matty Dog Bed,Pune,15
2025-01-13,P003,Park Range Pet Shampoo,Pune,68
2025-01-13,P004,Old Mint Pet Shampoos,Pune,60
2025-01-13,P005,Reflective Dog RainCoat,Pune,29
2025-01-13,G001,Crafting Chandlar,Pune,9
2025-01-13,G002,Desi Kurti,Pune,68
2025-01-13,G003,Family Cake and Card Combo,Pune,64
2025-01-13,G004,Exact Flower Vase,Pune,44
2025-01-13,G005,Friends Dinner Set,Pune,33
2025-01-14,F001,Prateek England,Pune,56
2025-01-14,F002,Lucy Phillepe,Pune,4
2025-01-14,F003,Badlands,Pune,31
2025-01-14,F004,Allen Dolly,Pune,20
2025-01-14,F005,Bucchi,Pune,45
2025-01-14,M001,Jhaomi,Pune,1
2025-01-14,M002,Samson,Pune,9
2025-01-14,M003,Mokia,Pune,3
2025-01-14,M004,Hotorola,Pune,1
2025-01-14,M005,2plus,Pune,8
2025-01-14,B001,Harry putar,Pune,9
2025-01-14,B002,4 states,Pune,25
2025-01-14,B003,Shaktiman Returns,Pune,20
2025-01-14,B004,Goli's Travel,Pune,25
2025-01-14,B005,Story of Your Life,Pune,21
2025-01-14,V001,Prince of Dholakpur,Pune,7
2025-01-14,V002,Nario,Pune,59
2025-01-14,V003,Pacman,Pune,29
2025-01-14,V004,LTA Wise City,Pune,6
2025-01-14,V005,HIFA 2023,Pune,40
2025-01-14,S001,Abibas Football,Pune,20
2025-01-14,S002,Rural Terrain Cycles,Pune,5
2025-01-14,S003,Monex Badminton Rackets,Pune,22
2025-01-14,S004,Yoga Mattress,Pune,6
2025-01-14,S005,Rocky Gym Set,Pune,13
2025-01-14,ME001,Pyllum Trimmers,Pune,9
2025-01-14,ME002,Softcare Electric Toothbrush,Pune,10
2025-01-14,ME003,Leg Messager,Pune,2
2025-01-14,ME004,NoFat Weighing Scale,Pune,33
2025-01-14,ME005,Screw Activity Watch,Pune,11
2025-01-14,K001,SureIt Purifier,Pune,23
2025-01-14,K002,Parrot Induction Stove,Pune,1
2025-01-14,K003,Jalepenoware Tiffin,Pune,25
2025-01-14,K004,Yamaka Rex 5000W Mixer Grinder,Pune,22
2025-01-14,K005,Mr.Clean Dishwasher,Pune,1
2025-01-14,H001,Blessing Atta 10kg pack,Pune,39
2025-01-14,H002,Amazing CornFlakes,Pune,48
2025-01-14,H003,Tata Yellow Label,Pune,18
2025-01-14,H004,Descafe Gold Blend coffee,Pune,53
2025-01-14,H005,Handmade Basmati Rice,Pune,55
2025-01-14,P001,Podigree Dog Food,Pune,63
2025-01-14,P002,Matty Dog Bed,Pune,64
2025-01-14,P003,Park Range Pet Shampoo,Pune,68
2025-01-14,P004,Old Mint Pet Shampoos,Pune,70
2025-01-14,P005,Reflective Dog RainCoat,Pune,33
2025-01-14,G001,Crafting Chandlar,Pune,27
2025-01-14,G002,Desi Kurti,Pune,80
2025-01-14,G003,Family Cake and Card Combo,Pune,10
2025-01-14,G004,Exact Flower Vase,Pune,39
2025-01-14,G005,Friends Dinner Set,Pune,66
2025-01-15,F001,Prateek England,Pune,35
2025-01-15,F002,Lucy Phillepe,Pune,35
2025-01-15,F003,Badlands,Pune,17
2025-01-15,F004,Allen Dolly,Pune,11
2025-01-15,F005,Bucchi,Pune,25
2025-01-15,M001,Jhaomi,Pune,9
2025-01-15,M002,Samson,Pune,2
2025-01-15,M003,Mokia,Pune,6
