,Date,SKU,Product Name,City,Sales,Description,Category,Price
3717,2025-01-13,V003,Pacman,Pune,19,Pacman,Video Games ,112
3718,2025-01-13,V004,LTA Wise City,Pune,41,LTA Wise City,Video Games ,3000
3719,2025-01-13,V005,HIFA 2023,Pune,69,HIFA 2023,Video Games ,2394
3720,2025-01-13,S001,Abibas Football,Pune,10,Abibas Football ,Sports / Fitness,3150
3721,2025-01-13,S002,Rural Terrain Cycles,Pune,8,Rural Terrain Cycles,Sports / Fitness,13559
3722,2025-01-13,S003,Monex Badminton Rackets,Pune,8,Monex Badminton Rackets,Sports / Fitness,5400
3723,2025-01-13,S004,Yoga Mattress,Pune,25,Yoga Mattress,Sports / Fitness,621
3724,2025-01-13,S005,Rocky Gym Set,Pune,22,Rocky Gym Set,Sports / Fitness,14250
3725,2025-01-13,ME001,Pyllum Trimmers,Pune,18,Pyllum Trimmers,Medicines/Healthcare,1740
3726,2025-01-13,ME002,Softcare Electric Toothbrush,Pune,15,Softcare Electric Toothbrush,Medicines/Healthcare,1680
3727,2025-01-13,ME003,Leg Messager,Pune,16,Leg Messager,Medicines/Healthcare,20900
3728,2025-01-13,ME004,NoFat Weighing Scale,Pune,6,NoFat Weighing Scale,Medicines/Healthcare,747
3729,2025-01-13,ME005,Screw Activity Watch,Pune,11,Screw Activity Watch,Medicines/Healthcare,1302
3730,2025-01-13,K001,SureIt Purifier,Pune,19,SureIt Purifier,Kitchen ,4200
3731,2025-01-13,K002,Parrot Induction Stove,Pune,12,Parrot Induction Stove,Kitchen ,2415
3732,2025-01-13,K003,Jalepenoware Tiffin,Pune,4,Jalepenoware Tiffin,Kitchen ,424
3733,2025-01-13,K004,Yamaka Rex 5000W Mixer Grinder,Pune,7,Yamaka Rex 5000W Mixer Grinder,Kitchen ,945
3734,2025-01-13,K005,Mr.Clean Dishwasher,Pune,1,Mr.Clean Dishwasher,Kitchen ,16140
3735,2025-01-13,H001,Blessing Atta 10kg pack,Pune,55,Blessing Atta 10kg pack,Household  ,459
3736,2025-01-13,H002,Amazing CornFlakes,Pune,3,Amazing CornFlakes,Household  ,178
3737,2025-01-13,H003,Tata Yellow Label,Pune,65,Tata Yellow Label,Household  ,677
3738,2025-01-13,H004,Descafe Gold Blend coffee,Pune,97,Descafe Gold Blend coffee,Household  ,516
3739,2025-01-13,H005,Handmade Basmati Rice,Pune,9,Handmade Basmati Rice,Household  ,664
3740,2025-01-13,P001,Podigree Dog Food,Pune,20,Podigree Dog Food,Pet Supplies,1498
3741,2025-01-13,P002,Matty Dog Bed,Pune,15,Matty Dog Bed,Pet Supplies,5950
3742,2025-01-13,P003,Park Range Pet Shampoo,Pune,68,Park Range Pet Shampoo,Pet Supplies,1196
3743,2025-01-13,P004,Old Mint Pet Shampoos,Pune,60,Old Mint Pet Shampoos,Pet Supplies,1140
3744,2025-01-13,P005,Reflective Dog RainCoat,Pune,29,Reflective Dog RainCoat,Pet Supplies,2688
3745,2025-01-13,G001,Crafting Chandlar,Pune,9,Crafting Chandlar ,Gifting,1376
3746,2025-01-13,G002,Desi Kurti,Pune,68,Desi Kurti,Gifting,2070
3747,2025-01-13,G003,Family Cake and Card Combo,Pune,64,Family Cake and Card Combo,Gifting,1180
3748,2025-01-13,G004,Exact Flower Vase,Pune,44,Exact Flower Vase,Gifting,4520
3749,2025-01-13,G005,Friends Dinner Set,Pune,33,Friends Dinner Set,Gifting,5590
3750,2025-01-14,F001,Prateek England,Pune,56,Prateek England,Fashion ,1104
3751,2025-01-14,F002,Lucy Phillepe,Pune,4,Lucy Phillepe,Fashion ,2485
3752,2025-01-14,F003,Badlands,Pune,31,Badlands,Fashion ,1425
3753,2025-01-14,F004,Allen Dolly,Pune,20,Allen Dolly,Fashion ,2640
3754,2025-01-14,F005,Bucchi,Pune,45,Bucchi,Fashion ,11299
3755,2025-01-14,M001,Jhaomi,Pune,1,Jhaomi,Mobiles,32400
3756,2025-01-14,M002,Samson,Pune,9,Samson,Mobiles,20750
3757,2025-01-14,M003,Mokia,Pune,3,Mokia,Mobiles,12600
3758,2025-01-14,M004,Hotorola,Pune,1,Hotorola,Mobiles,55000
3759,2025-01-14,M005,2plus,Pune,8,2plus,Mobiles,39760
3760,2025-01-14,B001,Harry putar,Pune,9,Harry putar ,Books,2610
3761,2025-01-14,B002,4 states,Pune,25,4 states ,Books,892
3762,2025-01-14,B003,Shaktiman Returns,Pune,20,Shaktiman Returns,Books,262
3763,2025-01-14,B004,Goli's Travel,Pune,25,Goli's Travel,Books,540
3764,2025-01-14,B005,Story of Your Life,Pune,21,Story of Your Life,Books,940
3765,2025-01-14,V001,Prince of Dholakpur,Pune,7,Prince of Dholakpur,Video Games ,1222
3766,2025-01-14,V002,Nario,Pune,59,Nario,Video Games ,610
3767,2025-01-14,V003,Pacman,Pune,29,Pacman,Video Games ,112
3768,2025-01-14,V004,LTA Wise City,Pune,6,LTA Wise City,Video Games ,3000
3769,2025-01-14,V005,HIFA 2023,Pune,40,HIFA 2023,Video Games ,2394
3770,2025-01-14,S001,Abibas Football,Pune,20,Abibas Football ,Sports / Fitness,3150
3771,2025-01-14,S002,Rural Terrain Cycles,Pune,5,Rural Terrain Cycles,Sports / Fitness,13559
3772,2025-01-14,S003,Monex Badminton Rackets,Pune,22,Monex Badminton Rackets,Sports / Fitness,5400
3773,2025-01-14,S004,Yoga Mattress,Pune,6,Yoga Mattress,Sports / Fitness,621
3774,2025-01-14,S005,Rocky Gym Set,Pune,13,Rocky Gym Set,Sports / Fitness,14250
3775,2025-01-14,ME001,Pyllum Trimmers,Pune,9,Pyllum Trimmers,Medicines/Healthcare,1740
3776,2025-01-14,ME002,Softcare Electric Toothbrush,Pune,10,Softcare Electric Toothbrush,Medicines/Healthcare,1680
3777,2025-01-14,ME003,Leg Messager,Pune,2,Leg Messager,Medicines/Healthcare,20900
3778,2025-01-14,ME004,NoFat Weighing Scale,Pune,33,NoFat Weighing Scale,Medicines/Healthcare,747
3779,2025-01-14,ME005,Screw Activity Watch,Pune,11,Screw Activity Watch,Medicines/Healthcare,1302
3780,2025-01-14,K001,SureIt Purifier,Pune,23,SureIt Purifier,Kitchen ,4200
3781,2025-01-14,K002,Parrot Induction Stove,Pune,1,Parrot Induction Stove,Kitchen ,2415
3782,2025-01-14,K003,Jalepenoware Tiffin,Pune,25,Jalepenoware Tiffin,Kitchen ,424
3783,2025-01-14,K004,Yamaka Rex 5000W Mixer Grinder,Pune,22,Yamaka Rex 5000W Mixer Grinder,Kitchen ,945
3784,2025-01-14,K005,Mr.Clean Dishwasher,Pune,1,Mr.Clean Dishwasher,Kitchen ,16140
3785,2025-01-14,H001,Blessing Atta 10kg pack,Pune,39,Blessing Atta 10kg pack,Household  ,459
3786,2025-01-14,H002,Amazing CornFlakes,Pune,48,Amazing CornFlakes,Household  ,178
3787,2025-01-14,H003,Tata Yellow Label,Pune,18,Tata Yellow Label,Household  ,677
3788,2025-01-14,H004,Descafe Gold Blend coffee,Pune,53,Descafe Gold Blend coffee,Household  ,516
3789,2025-01-14,H005,Handmade Basmati Rice,Pune,55,Handmade Basmati Rice,Household  ,664
3790,2025-01-14,P001,Podigree Dog Food,Pune,63,Podigree Dog Food,Pet Supplies,1498
3791,2025-01-14,P002,Matty Dog Bed,Pune,64,Matty Dog Bed,Pet Supplies,5950
3792,2025-01-14,P003,Park Range Pet Shampoo,Pune,68,Park Range Pet Shampoo,Pet Supplies,1196
3793,2025-01-14,P004,Old Mint Pet Shampoos,Pune,70,Old Mint Pet Shampoos,Pet Supplies,1140
3794,2025-01-14,P005,Reflective Dog RainCoat,Pune,33,Reflective Dog RainCoat,Pet Supplies,2688
3795,2025-01-14,G001,Crafting Chandlar,Pune,27,Crafting Chandlar ,Gifting,1376
3796,2025-01-14,G002,Desi Kurti,Pune,80,Desi Kurti,Gifting,2070
3797,2025-01-14,G003,Family Cake and Card Combo,Pune,10,Family Cake and Card Combo,Gifting,1180
3798,2025-01-14,G004,Exact Flower Vase,Pune,39,Exact Flower Vase,Gifting,4520
3799,2025-01-14,G005,Friends Dinner Set,Pune,66,Friends Dinner Set,Gifting,5590
3800,2025-01-15,F001,Prateek England,Pune,35,Prateek England,Fashion ,1104
3801,2025-01-15,F002,Lucy Phillepe,Pune,35,Lucy Phillepe,Fashion ,2485
3802,2025-01-15,F003,Badlands,Pune,17,Badlands,Fashion ,1425
3803,2025-01-15,F004,Allen Dolly,Pune,11,Allen Dolly,Fashion ,2640
3804,2025-01-15,F005,Bucchi,Pune,25,Bucchi,Fashion ,11299
3805,2025-01-15,M001,Jhaomi,Pune,9,Jhaomi,Mobiles,32400
3806,2025-01-15,M002,Samson,Pune,2,Samson,Mobiles,20750
3807,2025-01-15,M003,Mokia,Pune,6,Mokia,Mobiles,12600
3808,2025-01-15,M004,Hotorola,Pune,22,Hotorola,Mobiles,55000
3809,2025-01-15,M005,2plus,Pune,4,2plus,Mobiles,39760
3810,2025-01-15,B001,Harry putar,Pune,20,Harry putar ,Books,2610
3811,2025-01-15,B002,4 states,Pune,30,4 states ,Books,892
3812,2025-01-15,B003,Shaktiman Returns,Pune,12,Shaktiman Returns,Books,262
3813,2025-01-15,B004,Goli's Travel,Pune,13,Goli's Travel,Books,540
3814,2025-01-15,B005,Story of Your Life,Pune,29,Story of Your Life,Books,940
3815,2025-01-15,V001,Prince of Dholakpur,Pune,24,Prince of Dholakpur,Video Games ,1222
3816,2025-01-15,V002,Nario,Pune,23,Nario,Video Games ,610
3817,2025-01-15,V003,Pacman,Pune,6,Pacman,Video Games ,112
3818,2025-01-15,V004,LTA Wise City,Pune,51,LTA Wise City,Video Games ,3000
3819,2025-01-15,V005,HIFA 2023,Pune,71,HIFA 2023,Video Games ,2394
3820,2025-01-15,S001,Abibas Football,Pune,40,Abibas Football ,Sports / Fitness,3150
3821,2025-01-15,S002,Rural Terrain Cycles,Pune,10,Rural Terrain Cycles,Sports / Fitness,13559
3822,2025-01-15,S003,Monex Badminton Rackets,Pune,6,Monex Badminton Rackets,Sports / Fitness,5400
3823,2025-01-15,S004,Yoga Mattress,Pune,23,Yoga Mattress,Sports / Fitness,621
3824,2025-01-15,S005,Rocky Gym Set,Pune,0,Rocky Gym Set,Sports / Fitness,14250
3825,2025-01-15,ME001,Pyllum Trimmers,Pune,18,Pyllum Trimmers,Medicines/Healthcare,1740
3826,2025-01-15,ME002,Softcare Electric Toothbrush,Pune,35,Softcare Electric Toothbrush,Medicines/Healthcare,1680
3827,2025-01-15,ME003,Leg Messager,Pune,10,Leg Messager,Medicines/Healthcare,20900
3828,2025-01-15,ME004,NoFat Weighing Scale,Pune,1,NoFat Weighing Scale,Medicines/Healthcare,747
3829,2025-01-15,ME005,Screw Activity Watch,Pune,33,Screw Activity Watch,Medicines/Healthcare,1302
3830,2025-01-15,K001,SureIt Purifier,Pune,0,SureIt Purifier,Kitchen ,4200
3831,2025-01-15,K002,Parrot Induction Stove,Pune,30,Parrot Induction Stove,Kitchen ,2415
3832,2025-01-15,K003,Jalepenoware Tiffin,Pune,24,Jalepenoware Tiffin,Kitchen ,424
3833,2025-01-15,K004,Yamaka Rex 5000W Mixer Grinder,Pune,37,Yamaka Rex 5000W Mixer Grinder,Kitchen ,945
3834,2025-01-15,K005,Mr.Clean Dishwasher,Pune,1,Mr.Clean Dishwasher,Kitchen ,16140
3835,2025-01-15,H001,Blessing Atta 10kg pack,Pune,48,Blessing Atta 10kg pack,Household  ,459
3836,2025-01-15,H002,Amazing CornFlakes,Pune,46,Amazing CornFlakes,Household  ,178
3837,2025-01-15,H003,Tata Yellow Label,Pune,26,Tata Yellow Label,Household  ,677
3838,2025-01-15,H004,Descafe Gold Blend coffee,Pune,35,Descafe Gold Blend coffee,Household  ,516
3839,2025-01-15,H005,Handmade Basmati Rice,Pune,76,Handmade Basmati Rice,Household  ,664
3840,2025-01-15,P001,Podigree Dog Food,Pune,13,Podigree Dog Food,Pet Supplies,1498
3841,2025-01-15,P002,Matty Dog Bed,Pune,32,Matty Dog Bed,Pet Supplies,5950
3842,2025-01-15,P003,Park Range Pet Shampoo,Pune,22,Park Range Pet Shampoo,Pet Supplies,1196
3843,2025-01-15,P004,Old Mint Pet Shampoos,Pune,54,Old Mint Pet Shampoos,Pet Supplies,1140
3844,2025-01-15,P005,Reflective Dog RainCoat,Pune,79,Reflective Dog RainCoat,Pet Supplies,2688
3845,2025-01-15,G001,Crafting Chandlar,Pune,72,Crafting Chandlar ,Gifting,1376
3846,2025-01-15,G002,Desi Kurti,Pune,41,Desi Kurti,Gifting,2070
3847,2025-01-15,G003,Family Cake and Card Combo,Pune,41,Family Cake and Card Combo,Gifting,1180
3848,2025-01-15,G004,Exact Flower Vase,Pune,63,Exact Flower Vase,Gifting,4520
3849,2025-01-15,G005,Friends Dinner Set,Pune,13,Friends Dinner Set,Gifting,5590
3850,2025-01-16,F001,Prateek England,Pune,20,Prateek England,Fashion ,1104
3851,2025-01-16,F002,Lucy Phillepe,Pune,16,Lucy Phillepe,Fashion ,2485
3852,2025-01-16,F003,Badlands,Pune,7,Badlands,Fashion ,1425
3853,2025-01-16,F004,Allen Dolly,Pune,13,Allen Dolly,Fashion ,2640
3854,2025-01-16,F005,Bucchi,Pune,60,Bucchi,Fashion ,11299
3855,2025-01-16,M001,Jhaomi,Pune,20,Jhaomi,Mobiles,32400
3856,2025-01-16,M002,Samson,Pune,19,Samson,Mobiles,20750
3857,2025-01-16,M003,Mokia,Pune,21,Mokia,Mobiles,12600
3858,2025-01-16,M004,Hotorola,Pune,9,Hotorola,Mobiles,55000
3859,2025-01-16,M005,2plus,Pune,1,2plus,Mobiles,39760
3860,2025-01-16,B001,Harry putar,Pune,42,Harry putar ,Books,2610
3861,2025-01-16,B002,4 states,Pune,1,4 states ,Books,892
3862,2025-01-16,B003,Shaktiman Returns,Pune,39,Shaktiman Returns,Books,262
3863,2025-01-16,B004,Goli's Travel,Pune,29,Goli's Travel,Books,540
3864,2025-01-16,B005,Story of Your Life,Pune,27,Story of Your Life,Books,940
3865,2025-01-16,V001,Prince of Dholakpur,Pune,37,Prince of Dholakpur,Video Games ,1222
3866,2025-01-16,V002,Nario,Pune,66,Nario,Video Games ,610
3867,2025-01-16,V003,Pacman,Pune,88,Pacman,Video Games ,112
3868,2025-01-16,V004,LTA Wise City,Pune,52,LTA Wise City,Video Games ,3000
3869,2025-01-16,V005,HIFA 2023,Pune,52,HIFA 2023,Video Games ,2394
3870,2025-01-16,S001,Abibas Football,Pune,4,Abibas Football ,Sports / Fitness,3150
3871,2025-01-16,S002,Rural Terrain Cycles,Pune,6,Rural Terrain Cycles,Sports / Fitness,13559
3872,2025-01-16,S003,Monex Badminton Rackets,Pune,20,Monex Badminton Rackets,Sports / Fitness,5400
3873,2025-01-16,S004,Yoga Mattress,Pune,21,Yoga Mattress,Sports / Fitness,621
3874,2025-01-16,S005,Rocky Gym Set,Pune,0,Rocky Gym Set,Sports / Fitness,14250
3875,2025-01-16,ME001,Pyllum Trimmers,Pune,10,Pyllum Trimmers,Medicines/Healthcare,1740
3876,2025-01-16,ME002,Softcare Electric Toothbrush,Pune,2,Softcare Electric Toothbrush,Medicines/Healthcare,1680
3877,2025-01-16,ME003,Leg Messager,Pune,7,Leg Messager,Medicines/Healthcare,20900
3878,2025-01-16,ME004,NoFat Weighing Scale,Pune,19,NoFat Weighing Scale,Medicines/Healthcare,747
3879,2025-01-16,ME005,Screw Activity Watch,Pune,4,Screw Activity Watch,Medicines/Healthcare,1302
3880,2025-01-16,K001,SureIt Purifier,Pune,32,SureIt Purifier,Kitchen ,4200
3881,2025-01-16,K002,Parrot Induction Stove,Pune,43,Parrot Induction Stove,Kitchen ,2415
3882,2025-01-16,K003,Jalepenoware Tiffin,Pune,30,Jalepenoware Tiffin,Kitchen ,424
3883,2025-01-16,K004,Yamaka Rex 5000W Mixer Grinder,Pune,2,Yamaka Rex 5000W Mixer Grinder,Kitchen ,945
3884,2025-01-16,K005,Mr.Clean Dishwasher,Pune,13,Mr.Clean Dishwasher,Kitchen ,16140
3885,2025-01-16,H001,Blessing Atta 10kg pack,Pune,7,Blessing Atta 10kg pack,Household  ,459
3886,2025-01-16,H002,Amazing CornFlakes,Pune,50,Amazing CornFlakes,Household  ,178
3887,2025-01-16,H003,Tata Yellow Label,Pune,45,Tata Yellow Label,Household  ,677
3888,2025-01-16,H004,Descafe Gold Blend coffee,Pune,68,Descafe Gold Blend coffee,Household  ,516
3889,2025-01-16,H005,Handmade Basmati Rice,Pune,41,Handmade Basmati Rice,Household  ,664
3890,2025-01-16,P001,Podigree Dog Food,Pune,28,Podigree Dog Food,Pet Supplies,1498
3891,2025-01-16,P002,Matty Dog Bed,Pune,108,Matty Dog Bed,Pet Supplies,5950
3892,2025-01-16,P003,Park Range Pet Shampoo,Pune,57,Park Range Pet Shampoo,Pet Supplies,1196
3893,2025-01-16,P004,Old Mint Pet Shampoos,Pune,44,Old Mint Pet Shampoos,Pet Supplies,1140
3894,2025-01-16,P005,Reflective Dog RainCoat,Pune,46,Reflective Dog RainCoat,Pet Supplies,2688
3895,2025-01-16,G001,Crafting Chandlar,Pune,25,Crafting Chandlar ,Gifting,1376
3896,2025-01-16,G002,Desi Kurti,Pune,12,Desi Kurti,Gifting,2070
3897,2025-01-16,G003,Family Cake and Card Combo,Pune,20,Family Cake and Card Combo,Gifting,1180
3898,2025-01-16,G004,Exact Flower Vase,Pune,39,Exact Flower Vase,Gifting,4520
3899,2025-01-16,G005,Friends Dinner Set,Pune,19,Friends Dinner Set,Gifting,5590
3900,2025-01-17,F001,Prateek England,Pune,2,Prateek England,Fashion ,1104
3901,2025-01-17,F002,Lucy Phillepe,Pune,26,Lucy Phillepe,Fashion ,2485
3902,2025-01-17,F003,Badlands,Pune,23,Badlands,Fashion ,1425
3903,2025-01-17,F004,Allen Dolly,Pune,0,Allen Dolly,Fashion ,2640
3904,2025-01-17,F005,Bucchi,Pune,15,Bucchi,Fashion ,11299
3905,2025-01-17,M001,Jhaomi,Pune,13,Jhaomi,Mobiles,32400
3906,2025-01-17,M002,Samson,Pune,23,Samson,Mobiles,20750
3907,2025-01-17,M003,Mokia,Pune,2,Mokia,Mobiles,12600
3908,2025-01-17,M004,Hotorola,Pune,21,Hotorola,Mobiles,55000
3909,2025-01-17,M005,2plus,Pune,9,2plus,Mobiles,39760
3910,2025-01-17,B001,Harry putar,Pune,42,Harry putar ,Books,2610
3911,2025-01-17,B002,4 states,Pune,2,4 states ,Books,892
3912,2025-01-17,B003,Shaktiman Returns,Pune,42,Shaktiman Returns,Books,262
3913,2025-01-17,B004,Goli's Travel,Pune,11,Goli's Travel,Books,540
3914,2025-01-17,B005,Story of Your Life,Pune,11,Story of Your Life,Books,940
3915,2025-01-17,V001,Prince of Dholakpur,Pune,7,Prince of Dholakpur,Video Games ,1222
3916,2025-01-17,V002,Nario,Pune,17,Nario,Video Games ,610
3917,2025-01-17,V003,Pacman,Pune,45,Pacman,Video Games ,112
3918,2025-01-17,V004,LTA Wise City,Pune,38,LTA Wise City,Video Games ,3000
3919,2025-01-17,V005,HIFA 2023,Pune,36,HIFA 2023,Video Games ,2394
3920,2025-01-17,S001,Abibas Football,Pune,8,Abibas Football ,Sports / Fitness,3150
3921,2025-01-17,S002,Rural Terrain Cycles,Pune,19,Rural Terrain Cycles,Sports / Fitness,13559
3922,2025-01-17,S003,Monex Badminton Rackets,Pune,13,Monex Badminton Rackets,Sports / Fitness,5400
3923,2025-01-17,S004,Yoga Mattress,Pune,17,Yoga Mattress,Sports / Fitness,621
3924,2025-01-17,S005,Rocky Gym Set,Pune,23,Rocky Gym Set,Sports / Fitness,14250
3925,2025-01-17,ME001,Pyllum Trimmers,Pune,3,Pyllum Trimmers,Medicines/Healthcare,1740
3926,2025-01-17,ME002,Softcare Electric Toothbrush,Pune,32,Softcare Electric Toothbrush,Medicines/Healthcare,1680
3927,2025-01-17,ME003,Leg Messager,Pune,14,Leg Messager,Medicines/Healthcare,20900
3928,2025-01-17,ME004,NoFat Weighing Scale,Pune,19,NoFat Weighing Scale,Medicines/Healthcare,747
3929,2025-01-17,ME005,Screw Activity Watch,Pune,14,Screw Activity Watch,Medicines/Healthcare,1302
3930,2025-01-17,K001,SureIt Purifier,Pune,14,SureIt Purifier,Kitchen ,4200
3931,2025-01-17,K002,Parrot Induction Stove,Pune,12,Parrot Induction Stove,Kitchen ,2415
3932,2025-01-17,K003,Jalepenoware Tiffin,Pune,30,Jalepenoware Tiffin,Kitchen ,424
3933,2025-01-17,K004,Yamaka Rex 5000W Mixer Grinder,Pune,23,Yamaka Rex 5000W Mixer Grinder,Kitchen ,945
3934,2025-01-17,K005,Mr.Clean Dishwasher,Pune,9,Mr.Clean Dishwasher,Kitchen ,16140
3935,2025-01-17,H001,Blessing Atta 10kg pack,Pune,38,Blessing Atta 10kg pack,Household  ,459
3936,2025-01-17,H002,Amazing CornFlakes,Pune,23,Amazing CornFlakes,Household  ,178
3937,2025-01-17,H003,Tata Yellow Label,Pune,10,Tata Yellow Label,Household  ,677
3938,2025-01-17,H004,Descafe Gold Blend coffee,Pune,39,Descafe Gold Blend coffee,Household  ,516
3939,2025-01-17,H005,Handmade Basmati Rice,Pune,48,Handmade Basmati Rice,Household  ,664
3940,2025-01-17,P001,Podigree Dog Food,Pune,43,Podigree Dog Food,Pet Supplies,1498
3941,2025-01-17,P002,Matty Dog Bed,Pune,42,Matty Dog Bed,Pet Supplies,5950
3942,2025-01-17,P003,Park Range Pet Shampoo,Pune,67,Park Range Pet Shampoo,Pet Supplies,1196
3943,2025-01-17,P004,Old Mint Pet Shampoos,Pune,59,Old Mint Pet Shampoos,Pet Supplies,1140
3944,2025-01-17,P005,Reflective Dog RainCoat,Pune,35,Reflective Dog RainCoat,Pet Supplies,2688
3945,2025-01-17,G001,Crafting Chandlar,Pune,65,Crafting Chandlar ,Gifting,1376
3946,2025-01-17,G002,Desi Kurti,Pune,41,Desi Kurti,Gifting,2070
3947,2025-01-17,G003,Family Cake and Card Combo,Pune,70,Family Cake and Card Combo,Gifting,1180
3948,2025-01-17,G004,Exact Flower Vase,Pune,3,Exact Flower Vase,Gifting,4520
3949,2025-01-17,G005,Friends Dinner Set,Pune,7,Friends Dinner Set,Gifting,5590
3950,2025-01-18,F001,Prateek England,Pune,8,Prateek England,Fashion ,1104
3951,2025-01-18,F002,Lucy Phillepe,Pune,12,Lucy Phillepe,Fashion ,2485
3952,2025-01-18,F003,Badlands,Pune,19,Badlands,Fashion ,1425
3953,2025-01-18,F004,Allen Dolly,Pune,50,Allen Dolly,Fashion ,2640
3954,2025-01-18,F005,Bucchi,Pune,24,Bucchi,Fashion ,11299
3955,2025-01-18,M001,Jhaomi,Pune,14,Jhaomi,Mobiles,32400
3956,2025-01-18,M002,Samson,Pune,4,Samson,Mobiles,20750
3957,2025-01-18,M003,Mokia,Pune,16,Mokia,Mobiles,12600
3958,2025-01-18,M004,Hotorola,Pune,8,Hotorola,Mobiles,55000
3959,2025-01-18,M005,2plus,Pune,6,2plus,Mobiles,39760
3960,2025-01-18,B001,Harry putar,Pune,42,Harry putar ,Books,2610
3961,2025-01-18,B002,4 states,Pune,35,4 states ,Books,892
3962,2025-01-18,B003,Shaktiman Returns,Pune,31,Shaktiman Returns,Books,262
3963,2025-01-18,B004,Goli's Travel,Pune,25,Goli's Travel,Books,540
3964,2025-01-18,B005,Story of Your Life,Pune,30,Story of Your Life,Books,940
3965,2025-01-18,V001,Prince of Dholakpur,Pune,22,Prince of Dholakpur,Video Games ,1222
3966,2025-01-18,V002,Nario,Pune,53,Nario,Video Games ,610
3967,2025-01-18,V003,Pacman,Pune,15,Pacman,Video Games ,112
3968,2025-01-18,V004,LTA Wise City,Pune,64,LTA Wise City,Video Games ,3000
3969,2025-01-18,V005,HIFA 2023,Pune,3,HIFA 2023,Video Games ,2394
3970,2025-01-18,S001,Abibas Football,Pune,31,Abibas Football ,Sports / Fitness,3150
3971,2025-01-18,S002,Rural Terrain Cycles,Pune,11,Rural Terrain Cycles,Sports / Fitness,13559
3972,2025-01-18,S003,Monex Badminton Rackets,Pune,0,Monex Badminton Rackets,Sports / Fitness,5400
3973,2025-01-18,S004,Yoga Mattress,Pune,16,Yoga Mattress,Sports / Fitness,621
3974,2025-01-18,S005,Rocky Gym Set,Pune,19,Rocky Gym Set,Sports / Fitness,14250
3975,2025-01-18,ME001,Pyllum Trimmers,Pune,21,Pyllum Trimmers,Medicines/Healthcare,1740
3976,2025-01-18,ME002,Softcare Electric Toothbrush,Pune,32,Softcare Electric Toothbrush,Medicines/Healthcare,1680
3977,2025-01-18,ME003,Leg Messager,Pune,9,Leg Messager,Medicines/Healthcare,20900
3978,2025-01-18,ME004,NoFat Weighing Scale,Pune,28,NoFat Weighing Scale,Medicines/Healthcare,747
3979,2025-01-18,ME005,Screw Activity Watch,Pune,17,Screw Activity Watch,Medicines/Healthcare,1302
3980,2025-01-18,K001,SureIt Purifier,Pune,4,SureIt Purifier,Kitchen ,4200
3981,2025-01-18,K002,Parrot Induction Stove,Pune,24,Parrot Induction Stove,Kitchen ,2415
3982,2025-01-18,K003,Jalepenoware Tiffin,Pune,1,Jalepenoware Tiffin,Kitchen ,424
3983,2025-01-18,K004,Yamaka Rex 5000W Mixer Grinder,Pune,9,Yamaka Rex 5000W Mixer Grinder,Kitchen ,945
3984,2025-01-18,K005,Mr.Clean Dishwasher,Pune,24,Mr.Clean Dishwasher,Kitchen ,16140
3985,2025-01-18,H001,Blessing Atta 10kg pack,Pune,67,Blessing Atta 10kg pack,Household  ,459
3986,2025-01-18,H002,Amazing CornFlakes,Pune,23,Amazing CornFlakes,Household  ,178
3987,2025-01-18,H003,Tata Yellow Label,Pune,4,Tata Yellow Label,Household  ,677
3988,2025-01-18,H004,Descafe Gold Blend coffee,Pune,92,Descafe Gold Blend coffee,Household  ,516
3989,2025-01-18,H005,Handmade Basmati Rice,Pune,23,Handmade Basmati Rice,Household  ,664
3990,2025-01-18,P001,Podigree Dog Food,Pune,65,Podigree Dog Food,Pet Supplies,1498
3991,2025-01-18,P002,Matty Dog Bed,Pune,60,Matty Dog Bed,Pet Supplies,5950
3992,2025-01-18,P003,Park Range Pet Shampoo,Pune,41,Park Range Pet Shampoo,Pet Supplies,1196
3993,2025-01-18,P004,Old Mint Pet Shampoos,Pune,51,Old Mint Pet Shampoos,Pet Supplies,1140
3994,2025-01-18,P005,Reflective Dog RainCoat,Pune,69,Reflective Dog RainCoat,Pet Supplies,2688
3995,2025-01-18,G001,Crafting Chandlar,Pune,28,Crafting Chandlar ,Gifting,1376
3996,2025-01-18,G002,Desi Kurti,Pune,7,Desi Kurti,Gifting,2070
3997,2025-01-18,G003,Family Cake and Card Combo,Pune,6,Family Cake and Card Combo,Gifting,1180
3998,2025-01-18,G004,Exact Flower Vase,Pune,17,Exact Flower Vase,Gifting,4520
3999,2025-01-18,G005,Friends Dinner Set,Pune,55,Friends Dinner Set,Gifting,5590
4000,2025-01-19,F001,Prateek England,Pune,34,Prateek England,Fashion ,1104
4001,2025-01-19,F002,Lucy Phillepe,Pune,15,Lucy Phillepe,Fashion ,2485
4002,2025-01-19,F003,Badlands,Pune,19,Badlands,Fashion ,1425
4003,2025-01-19,F004,Allen Dolly,Pune,5,Allen Dolly,Fashion ,2640
4004,2025-01-19,F005,Bucchi,Pune,50,Bucchi,Fashion ,11299
4005,2025-01-19,M001,Jhaomi,Pune,5,Jhaomi,Mobiles,32400
4006,2025-01-19,M002,Samson,Pune,0,Samson,Mobiles,20750
4007,2025-01-19,M003,Mokia,Pune,9,Mokia,Mobiles,12600
4008,2025-01-19,M004,Hotorola,Pune,18,Hotorola,Mobiles,55000
