SKU,City,Date,Units
M003,Aurangabad,2025-01-04,21
M004,Aurangabad,2025-01-04,25
M005,Aurangabad,2025-01-04,20
B001,Aurangabad,2025-01-04,32
B002,Aurangabad,2025-01-04,32
B003,Aurangabad,2025-01-04,27
B004,Aurangabad,2025-01-04,30
B005,Aurangabad,2025-01-04,37
V001,Aurangabad,2025-01-04,33
V002,Aurangabad,2025-01-04,63
V003,Aurangabad,2025-01-04,56
V004,Aurangabad,2025-01-04,60
V005,Aurangabad,2025-01-04,37
S001,Aurangabad,2025-01-04,34
S002,Aurangabad,2025-01-04,20
S003,Aurangabad,2025-01-04,43
S004,Aurangabad,2025-01-04,31
S005,Aurangabad,2025-01-04,22
ME001,Aurangabad,2025-01-04,22
ME002,Aurangabad,2025-01-04,20
ME003,Aurangabad,2025-01-04,26
ME004,Aurangabad,2025-01-04,26
ME005,Aurangabad,2025-01-04,20
K001,Aurangabad,2025-01-04,20
K002,Aurangabad,2025-01-04,19
K003,Aurangabad,2025-01-04,19
K004,Aurangabad,2025-01-04,21
K005,Aurangabad,2025-01-04,29
H001,Aurangabad,2025-01-04,75
H002,Aurangabad,2025-01-04,82
H003,Aurangabad,2025-01-04,77
H004,Aurangabad,2025-01-04,57
H005,Aurangabad,2025-01-04,77
P001,Aurangabad,2025-01-04,44
P002,Aurangabad,2025-01-04,51
P003,Aurangabad,2025-01-04,44
P004,Aurangabad,2025-01-04,51
P005,Aurangabad,2025-01-04,43
G001,Aurangabad,2025-01-04,48
G002,Aurangabad,2025-01-04,41
G003,Aurangabad,2025-01-04,41
G004,Aurangabad,2025-01-04,42
G005,Aurangabad,2025-01-04,32
F001,Aurangabad,2025-01-05,23
F002,Aurangabad,2025-01-05,26
F003,Aurangabad,2025-01-05,24
F004,Aurangabad,2025-01-05,25
F005,Aurangabad,2025-01-05,23
M001,Aurangabad,2025-01-05,21
M002,Aurangabad,2025-01-05,18
M003,Aurangabad,2025-01-05,25
M004,Aurangabad,2025-01-05,18
M005,Aurangabad,2025-01-05,21
B001,Aurangabad,2025-01-05,28
B002,Aurangabad,2025-01-05,26
B003,Aurangabad,2025-01-05,27
B004,Aurangabad,2025-01-05,31
B005,Aurangabad,2025-01-05,41
V001,Aurangabad,2025-01-05,41
V002,Aurangabad,2025-01-05,57
V003,Aurangabad,2025-01-05,62
V004,Aurangabad,2025-01-05,63
V005,Aurangabad,2025-01-05,35
S001,Aurangabad,2025-01-05,31
S002,Aurangabad,2025-01-05,23
S003,Aurangabad,2025-01-05,39
S004,Aurangabad,2025-01-05,39
S005,Aurangabad,2025-01-05,24
ME001,Aurangabad,2025-01-05,28
ME002,Aurangabad,2025-01-05,18
ME003,Aurangabad,2025-01-05,17
ME004,Aurangabad,2025-01-05,24
ME005,Aurangabad,2025-01-05,19
K001,Aurangabad,2025-01-05,20
K002,Aurangabad,2025-01-05,24
K003,Aurangabad,2025-01-05,22
K004,Aurangabad,2025-01-05,20
K005,Aurangabad,2025-01-05,31
H001,Aurangabad,2025-01-05,74
H002,Aurangabad,2025-01-05,61
H003,Aurangabad,2025-01-05,69
H004,Aurangabad,2025-01-05,93
H005,Aurangabad,2025-01-05,77
P001,Aurangabad,2025-01-05,42
P002,Aurangabad,2025-01-05,54
P003,Aurangabad,2025-01-05,42
P004,Aurangabad,2025-01-05,60
P005,Aurangabad,2025-01-05,57
G001,Aurangabad,2025-01-05,55
G002,Aurangabad,2025-01-05,31
G003,Aurangabad,2025-01-05,40
G004,Aurangabad,2025-01-05,47
G005,Aurangabad,2025-01-05,33
F001,Aurangabad,2025-01-06,25
F002,Aurangabad,2025-01-06,18
F003,Aurangabad,2025-01-06,29
F004,Aurangabad,2025-01-06,22
F005,Aurangabad,2025-01-06,23
M001,Aurangabad,2025-01-06,17
M002,Aurangabad,2025-01-06,20
M003,Aurangabad,2025-01-06,22
M004,Aurangabad,2025-01-06,17
M005,Aurangabad,2025-01-06,21
B001,Aurangabad,2025-01-06,29
B002,Aurangabad,2025-01-06,30
B003,Aurangabad,2025-01-06,23
B004,Aurangabad,2025-01-06,25
B005,Aurangabad,2025-01-06,42
V001,Aurangabad,2025-01-06,43
V002,Aurangabad,2025-01-06,69
V003,Aurangabad,2025-01-06,58
V004,Aurangabad,2025-01-06,62
V005,Aurangabad,2025-01-06,42
S001,Aurangabad,2025-01-06,46
S002,Aurangabad,2025-01-06,24
S003,Aurangabad,2025-01-06,39
S004,Aurangabad,2025-01-06,27
S005,Aurangabad,2025-01-06,20
ME001,Aurangabad,2025-01-06,26
ME002,Aurangabad,2025-01-06,28
ME003,Aurangabad,2025-01-06,24
ME004,Aurangabad,2025-01-06,19
ME005,Aurangabad,2025-01-06,17
K001,Aurangabad,2025-01-06,25
K002,Aurangabad,2025-01-06,25
K003,Aurangabad,2025-01-06,24
K004,Aurangabad,2025-01-06,22
K005,Aurangabad,2025-01-06,26
H001,Aurangabad,2025-01-06,72
H002,Aurangabad,2025-01-06,77
H003,Aurangabad,2025-01-06,80
H004,Aurangabad,2025-01-06,68
H005,Aurangabad,2025-01-06,80
P001,Aurangabad,2025-01-06,57
P002,Aurangabad,2025-01-06,51
P003,Aurangabad,2025-01-06,43
P004,Aurangabad,2025-01-06,54
P005,Aurangabad,2025-01-06,41
G001,Aurangabad,2025-01-06,49
G002,Aurangabad,2025-01-06,35
G003,Aurangabad,2025-01-06,46
G004,Aurangabad,2025-01-06,41
G005,Aurangabad,2025-01-06,45
F001,Aurangabad,2025-01-07,24
F002,Aurangabad,2025-01-07,19
F003,Aurangabad,2025-01-07,17
F004,Aurangabad,2025-01-07,19
F005,Aurangabad,2025-01-07,24
M001,Aurangabad,2025-01-07,25
M002,Aurangabad,2025-01-07,23
M003,Aurangabad,2025-01-07,19
M004,Aurangabad,2025-01-07,20
M005,Aurangabad,2025-01-07,23
B001,Aurangabad,2025-01-07,22
B002,Aurangabad,2025-01-07,23
B003,Aurangabad,2025-01-07,23
B004,Aurangabad,2025-01-07,28
B005,Aurangabad,2025-01-07,42
V001,Aurangabad,2025-01-07,40
V002,Aurangabad,2025-01-07,64
V003,Aurangabad,2025-01-07,66
V004,Aurangabad,2025-01-07,69
V005,Aurangabad,2025-01-07,42
S001,Aurangabad,2025-01-07,29
S002,Aurangabad,2025-01-07,23
S003,Aurangabad,2025-01-07,36
S004,Aurangabad,2025-01-07,39
S005,Aurangabad,2025-01-07,22
ME001,Aurangabad,2025-01-07,22
ME002,Aurangabad,2025-01-07,18
ME003,Aurangabad,2025-01-07,18
ME004,Aurangabad,2025-01-07,20
ME005,Aurangabad,2025-01-07,24
K001,Aurangabad,2025-01-07,23
K002,Aurangabad,2025-01-07,22
K003,Aurangabad,2025-01-07,23
K004,Aurangabad,2025-01-07,18
K005,Aurangabad,2025-01-07,30
H001,Aurangabad,2025-01-07,77
H002,Aurangabad,2025-01-07,76
H003,Aurangabad,2025-01-07,82
H004,Aurangabad,2025-01-07,87
H005,Aurangabad,2025-01-07,72
P001,Aurangabad,2025-01-07,42
P002,Aurangabad,2025-01-07,56
P003,Aurangabad,2025-01-07,51
P004,Aurangabad,2025-01-07,48
P005,Aurangabad,2025-01-07,51
G001,Aurangabad,2025-01-07,45
G002,Aurangabad,2025-01-07,43
G003,Aurangabad,2025-01-07,46
G004,Aurangabad,2025-01-07,37
G005,Aurangabad,2025-01-07,42
F001,Aurangabad,2025-01-08,19
F002,Aurangabad,2025-01-08,18
F003,Aurangabad,2025-01-08,21
F004,Aurangabad,2025-01-08,20
F005,Aurangabad,2025-01-08,23
M001,Aurangabad,2025-01-08,18
M002,Aurangabad,2025-01-08,25
M003,Aurangabad,2025-01-08,26
M004,Aurangabad,2025-01-08,19
M005,Aurangabad,2025-01-08,24
B001,Aurangabad,2025-01-08,25
B002,Aurangabad,2025-01-08,24
B003,Aurangabad,2025-01-08,27
B004,Aurangabad,2025-01-08,28
B005,Aurangabad,2025-01-08,44
V001,Aurangabad,2025-01-08,37
V002,Aurangabad,2025-01-08,62
V003,Aurangabad,2025-01-08,54
V004,Aurangabad,2025-01-08,62
V005,Aurangabad,2025-01-08,37
S001,Aurangabad,2025-01-08,47
S002,Aurangabad,2025-01-08,17
S003,Aurangabad,2025-01-08,47
S004,Aurangabad,2025-01-08,47
S005,Aurangabad,2025-01-08,24
ME001,Aurangabad,2025-01-08,25
ME002,Aurangabad,2025-01-08,22
ME003,Aurangabad,2025-01-08,21
ME004,Aurangabad,2025-01-08,20
ME005,Aurangabad,2025-01-08,27
K001,Aurangabad,2025-01-08,23
K002,Aurangabad,2025-01-08,25
K003,Aurangabad,2025-01-08,22
K004,Aurangabad,2025-01-08,21
K005,Aurangabad,2025-01-08,25
H001,Aurangabad,2025-01-08,66
H002,Aurangabad,2025-01-08,86
H003,Aurangabad,2025-01-08,70
H004,Aurangabad,2025-01-08,58
H005,Aurangabad,2025-01-08,82
P001,Aurangabad,2025-01-08,54
P002,Aurangabad,2025-01-08,47
P003,Aurangabad,2025-01-08,55
P004,Aurangabad,2025-01-08,56
P005,Aurangabad,2025-01-08,57
G001,Aurangabad,2025-01-08,49
G002,Aurangabad,2025-01-08,46
G003,Aurangabad,2025-01-08,34
G004,Aurangabad,2025-01-08,37
G005,Aurangabad,2025-01-08,45
F001,Aurangabad,2025-01-09,20
F002,Aurangabad,2025-01-09,21
F003,Aurangabad,2025-01-09,25
F004,Aurangabad,2025-01-09,20
F005,Aurangabad,2025-01-09,20
M001,Aurangabad,2025-01-09,21
M002,Aurangabad,2025-01-09,20
M003,Aurangabad,2025-01-09,20
M004,Aurangabad,2025-01-09,20
M005,Aurangabad,2025-01-09,25
B001,Aurangabad,2025-01-09,19
B002,Aurangabad,2025-01-09,24
B003,Aurangabad,2025-01-09,21
B004,Aurangabad,2025-01-09,21
B005,Aurangabad,2025-01-09,40
V001,Aurangabad,2025-01-09,44
V002,Aurangabad,2025-01-09,61
V003,Aurangabad,2025-01-09,60
V004,Aurangabad,2025-01-09,58
V005,Aurangabad,2025-01-09,37
S001,Aurangabad,2025-01-09,33
S002,Aurangabad,2025-01-09,25
S003,Aurangabad,2025-01-09,33
S004,Aurangabad,2025-01-09,46
S005,Aurangabad,2025-01-09,23
ME001,Aurangabad,2025-01-09,23
ME002,Aurangabad,2025-01-09,18
ME003,Aurangabad,2025-01-09,19
ME004,Aurangabad,2025-01-09,28
ME005,Aurangabad,2025-01-09,24
K001,Aurangabad,2025-01-09,19
K002,Aurangabad,2025-01-09,21
K003,Aurangabad,2025-01-09,23
K004,Aurangabad,2025-01-09,19
K005,Aurangabad,2025-01-09,27
H001,Aurangabad,2025-01-09,72
H002,Aurangabad,2025-01-09,79
H003,Aurangabad,2025-01-09,75
H004,Aurangabad,2025-01-09,83
H005,Aurangabad,2025-01-09,87
P001,Aurangabad,2025-01-09,47
P002,Aurangabad,2025-01-09,52
P003,Aurangabad,2025-01-09,41
P004,Aurangabad,2025-01-09,53
P005,Aurangabad,2025-01-09,40
G001,Aurangabad,2025-01-09,39
G002,Aurangabad,2025-01-09,33
G003,Aurangabad,2025-01-09,35
G004,Aurangabad,2025-01-09,37
G005,Aurangabad,2025-01-09,41
F001,Aurangabad,2025-01-10,25
F002,Aurangabad,2025-01-10,27
F003,Aurangabad,2025-01-10,23
F004,Aurangabad,2025-01-10,24
F005,Aurangabad,2025-01-10,22
M001,Aurangabad,2025-01-10,23
M002,Aurangabad,2025-01-10,26
M003,Aurangabad,2025-01-10,19
M004,Aurangabad,2025-01-10,23
M005,Aurangabad,2025-01-10,19
B001,Aurangabad,2025-01-10,22
B002,Aurangabad,2025-01-10,33
B003,Aurangabad,2025-01-10,32
B004,Aurangabad,2025-01-10,22
B005,Aurangabad,2025-01-10,41
V001,Aurangabad,2025-01-10,38
V002,Aurangabad,2025-01-10,56
V003,Aurangabad,2025-01-10,58
V004,Aurangabad,2025-01-10,62
V005,Aurangabad,2025-01-10,42
S001,Aurangabad,2025-01-10,45
S002,Aurangabad,2025-01-10,26
S003,Aurangabad,2025-01-10,47
S004,Aurangabad,2025-01-10,42
S005,Aurangabad,2025-01-10,22
ME001,Aurangabad,2025-01-10,21
ME002,Aurangabad,2025-01-10,22
ME003,Aurangabad,2025-01-10,28
ME004,Aurangabad,2025-01-10,21
ME005,Aurangabad,2025-01-10,18
K001,Aurangabad,2025-01-10,19
K002,Aurangabad,2025-01-10,19
K003,Aurangabad,2025-01-10,20
K004,Aurangabad,2025-01-10,21
K005,Aurangabad,2025-01-10,33
H001,Aurangabad,2025-01-10,68
H002,Aurangabad,2025-01-10,67
H003,Aurangabad,2025-01-10,66
H004,Aurangabad,2025-01-10,61
H005,Aurangabad,2025-01-10,88
P001,Aurangabad,2025-01-10,59
P002,Aurangabad,2025-01-10,51
P003,Aurangabad,2025-01-10,53
P004,Aurangabad,2025-01-10,48
P005,Aurangabad,2025-01-10,44
G001,Aurangabad,2025-01-10,53
G002,Aurangabad,2025-01-10,41
G003,Aurangabad,2025-01-10,31
G004,Aurangabad,2025-01-10,40
G005,Aurangabad,2025-01-10,49
F001,Aurangabad,2025-01-11,28
F002,Aurangabad,2025-01-11,26
F003,Aurangabad,2025-01-11,19
F004,Aurangabad,2025-01-11,26
F005,Aurangabad,2025-01-11,24
M001,Aurangabad,2025-01-11,26
M002,Aurangabad,2025-01-11,22
M003,Aurangabad,2025-01-11,27
M004,Aurangabad,2025-01-11,25
M005,Aurangabad,2025-01-11,21
B001,Aurangabad,2025-01-11,29
B002,Aurangabad,2025-01-11,27
B003,Aurangabad,2025-01-11,24
B004,Aurangabad,2025-01-11,22
B005,Aurangabad,2025-01-11,48
V001,Aurangabad,2025-01-11,38
V002,Aurangabad,2025-01-11,65
V003,Aurangabad,2025-01-11,52
V004,Aurangabad,2025-01-11,67
V005,Aurangabad,2025-01-11,40
S001,Aurangabad,2025-01-11,44
S002,Aurangabad,2025-01-11,21
S003,Aurangabad,2025-01-11,43
S004,Aurangabad,2025-01-11,36
S005,Aurangabad,2025-01-11,19
ME001,Aurangabad,2025-01-11,26
ME002,Aurangabad,2025-01-11,21
ME003,Aurangabad,2025-01-11,18
ME004,Aurangabad,2025-01-11,26
ME005,Aurangabad,2025-01-11,20
K001,Aurangabad,2025-01-11,25
K002,Aurangabad,2025-01-11,21
K003,Aurangabad,2025-01-11,23
K004,Aurangabad,2025-01-11,21
K005,Aurangabad,2025-01-11,23
H001,Aurangabad,2025-01-11,79
H002,Aurangabad,2025-01-11,86
H003,Aurangabad,2025-01-11,78
H004,Aurangabad,2025-01-11,86
H005,Aurangabad,2025-01-11,82
P001,Aurangabad,2025-01-11,48
P002,Aurangabad,2025-01-11,41
P003,Aurangabad,2025-01-11,54
P004,Aurangabad,2025-01-11,59
P005,Aurangabad,2025-01-11,42
G001,Aurangabad,2025-01-11,36
G002,Aurangabad,2025-01-11,45
G003,Aurangabad,2025-01-11,36
G004,Aurangabad,2025-01-11,43
G005,Aurangabad,2025-01-11,35
F001,Aurangabad,2025-01-12,29
F002,Aurangabad,2025-01-12,28
F003,Aurangabad,2025-01-12,23
F004,Aurangabad,2025-01-12,26
F005,Aurangabad,2025-01-12,24
M001,Aurangabad,2025-01-12,21
M002,Aurangabad,2025-01-12,18
M003,Aurangabad,2025-01-12,25
M004,Aurangabad,2025-01-12,16
M005,Aurangabad,2025-01-12,24
B001,Aurangabad,2025-01-12,27
B002,Aurangabad,2025-01-12,21
B003,Aurangabad,2025-01-12,27
B004,Aurangabad,2025-01-12,31
B005,Aurangabad,2025-01-12,37
V001,Aurangabad,2025-01-12,36
V002,Aurangabad,2025-01-12,65
V003,Aurangabad,2025-01-12,59
V004,Aurangabad,2025-01-12,62
V005,Aurangabad,2025-01-12,33
S001,Aurangabad,2025-01-12,36
S002,Aurangabad,2025-01-12,18
S003,Aurangabad,2025-01-12,33
S004,Aurangabad,2025-01-12,32
S005,Aurangabad,2025-01-12,19
ME001,Aurangabad,2025-01-12,19
ME002,Aurangabad,2025-01-12,25
ME003,Aurangabad,2025-01-12,24
ME004,Aurangabad,2025-01-12,19
ME005,Aurangabad,2025-01-12,21
K001,Aurangabad,2025-01-12,19
K002,Aurangabad,2025-01-12,22
K003,Aurangabad,2025-01-12,24
K004,Aurangabad,2025-01-12,23
K005,Aurangabad,2025-01-12,25
H001,Aurangabad,2025-01-12,76
H002,Aurangabad,2025-01-12,85
H003,Aurangabad,2025-01-12,76
H004,Aurangabad,2025-01-12,62
H005,Aurangabad,2025-01-12,77
P001,Aurangabad,2025-01-12,48
P002,Aurangabad,2025-01-12,46
P003,Aurangabad,2025-01-12,55
P004,Aurangabad,2025-01-12,42
P005,Aurangabad,2025-01-12,54
G001,Aurangabad,2025-01-12,58
G002,Aurangabad,2025-01-12,47
G003,Aurangabad,2025-01-12,35
G004,Aurangabad,2025-01-12,49
G005,Aurangabad,2025-01-12,48
F001,Aurangabad,2025-01-13,23
F002,Aurangabad,2025-01-13,18
F003,Aurangabad,2025-01-13,25
F004,Aurangabad,2025-01-13,20
F005,Aurangabad,2025-01-13,25
M001,Aurangabad,2025-01-13,22
M002,Aurangabad,2025-01-13,21
M003,Aurangabad,2025-01-13,18
M004,Aurangabad,2025-01-13,24
M005,Aurangabad,2025-01-13,19
B001,Aurangabad,2025-01-13,22
B002,Aurangabad,2025-01-13,26
B003,Aurangabad,2025-01-13,22
B004,Aurangabad,2025-01-13,23
B005,Aurangabad,2025-01-13,39
V001,Aurangabad,2025-01-13,41
V002,Aurangabad,2025-01-13,65
V003,Aurangabad,2025-01-13,67
V004,Aurangabad,2025-01-13,54
V005,Aurangabad,2025-01-13,38
S001,Aurangabad,2025-01-13,40
S002,Aurangabad,2025-01-13,24
S003,Aurangabad,2025-01-13,39
S004,Aurangabad,2025-01-13,41
S005,Aurangabad,2025-01-13,26
ME001,Aurangabad,2025-01-13,19
ME002,Aurangabad,2025-01-13,22
ME003,Aurangabad,2025-01-13,23
ME004,Aurangabad,2025-01-13,22
ME005,Aurangabad,2025-01-13,25
K001,Aurangabad,2025-01-13,20
K002,Aurangabad,2025-01-13,20
K003,Aurangabad,2025-01-13,20
K004,Aurangabad,2025-01-13,23
K005,Aurangabad,2025-01-13,28
H001,Aurangabad,2025-01-13,72
H002,Aurangabad,2025-01-13,84
H003,Aurangabad,2025-01-13,75
H004,Aurangabad,2025-01-13,79
H005,Aurangabad,2025-01-13,79
P001,Aurangabad,2025-01-13,39
P002,Aurangabad,2025-01-13,47
P003,Aurangabad,2025-01-13,39
P004,Aurangabad,2025-01-13,56
P005,Aurangabad,2025-01-13,42
G001,Aurangabad,2025-01-13,44
G002,Aurangabad,2025-01-13,34
G003,Aurangabad,2025-01-13,48
G004,Aurangabad,2025-01-13,47
G005,Aurangabad,2025-01-13,35
F001,Aurangabad,2025-01-14,27
F002,Aurangabad,2025-01-14,19
F003,Aurangabad,2025-01-14,24
F004,Aurangabad,2025-01-14,22
F005,Aurangabad,2025-01-14,24
M001,Aurangabad,2025-01-14,26
M002,Aurangabad,2025-01-14,23
M003,Aurangabad,2025-01-14,27
M004,Aurangabad,2025-01-14,26
M005,Aurangabad,2025-01-14,23
B001,Aurangabad,2025-01-14,21
B002,Aurangabad,2025-01-14,21
B003,Aurangabad,2025-01-14,30
B004,Aurangabad,2025-01-14,29
B005,Aurangabad,2025-01-14,43
V001,Aurangabad,2025-01-14,42
V002,Aurangabad,2025-01-14,53
V003,Aurangabad,2025-01-14,62
V004,Aurangabad,2025-01-14,60
V005,Aurangabad,2025-01-14,41
S001,Aurangabad,2025-01-14,47
S002,Aurangabad,2025-01-14,20
S003,Aurangabad,2025-01-14,38
S004,Aurangabad,2025-01-14,42
S005,Aurangabad,2025-01-14,23
ME001,Aurangabad,2025-01-14,24
ME002,Aurangabad,2025-01-14,25
ME003,Aurangabad,2025-01-14,24
ME004,Aurangabad,2025-01-14,21
ME005,Aurangabad,2025-01-14,25
K001,Aurangabad,2025-01-14,21
K002,Aurangabad,2025-01-14,24
K003,Aurangabad,2025-01-14,21
K004,Aurangabad,2025-01-14,21
K005,Aurangabad,2025-01-14,32
H001,Aurangabad,2025-01-14,74
H002,Aurangabad,2025-01-14,81
H003,Aurangabad,2025-01-14,89
H004,Aurangabad,2025-01-14,92
H005,Aurangabad,2025-01-14,82
P001,Aurangabad,2025-01-14,41
P002,Aurangabad,2025-01-14,43
P003,Aurangabad,2025-01-14,55
P004,Aurangabad,2025-01-14,55
P005,Aurangabad,2025-01-14,56
G001,Aurangabad,2025-01-14,38
G002,Aurangabad,2025-01-14,40
G003,Aurangabad,2025-01-14,41
G004,Aurangabad,2025-01-14,35
G005,Aurangabad,2025-01-14,41
F001,Aurangabad,2025-01-15,21
F002,Aurangabad,2025-01-15,18
F003,Aurangabad,2025-01-15,28
F004,Aurangabad,2025-01-15,23
F005,Aurangabad,2025-01-15,28
M001,Aurangabad,2025-01-15,27
M002,Aurangabad,2025-01-15,23
M003,Aurangabad,2025-01-15,18
M004,Aurangabad,2025-01-15,21
M005,Aurangabad,2025-01-15,25
B001,Aurangabad,2025-01-15,25
B002,Aurangabad,2025-01-15,28
B003,Aurangabad,2025-01-15,24
B004,Aurangabad,2025-01-15,22
B005,Aurangabad,2025-01-15,38
V001,Aurangabad,2025-01-15,40
V002,Aurangabad,2025-01-15,60
V003,Aurangabad,2025-01-15,64
V004,Aurangabad,2025-01-15,67
V005,Aurangabad,2025-01-15,33
S001,Aurangabad,2025-01-15,39
S002,Aurangabad,2025-01-15,23
S003,Aurangabad,2025-01-15,41
S004,Aurangabad,2025-01-15,27
S005,Aurangabad,2025-01-15,18
ME001,Aurangabad,2025-01-15,27
ME002,Aurangabad,2025-01-15,18
ME003,Aurangabad,2025-01-15,19
ME004,Aurangabad,2025-01-15,19
ME005,Aurangabad,2025-01-15,20
K001,Aurangabad,2025-01-15,20
K002,Aurangabad,2025-01-15,24
K003,Aurangabad,2025-01-15,21
K004,Aurangabad,2025-01-15,21
K005,Aurangabad,2025-01-15,28
H001,Aurangabad,2025-01-15,76
H002,Aurangabad,2025-01-15,89
H003,Aurangabad,2025-01-15,68
H004,Aurangabad,2025-01-15,57
H005,Aurangabad,2025-01-15,76
P001,Aurangabad,2025-01-15,44
P002,Aurangabad,2025-01-15,41
P003,Aurangabad,2025-01-15,57
P004,Aurangabad,2025-01-15,40
P005,Aurangabad,2025-01-15,44
G001,Aurangabad,2025-01-15,52
G002,Aurangabad,2025-01-15,36
G003,Aurangabad,2025-01-15,35
G004,Aurangabad,2025-01-15,35
G005,Aurangabad,2025-01-15,44
F001,Aurangabad,2025-01-16,19
F002,Aurangabad,2025-01-16,22
F003,Aurangabad,2025-01-16,25
F004,Aurangabad,2025-01-16,27
F005,Aurangabad,2025-01-16,26
M001,Aurangabad,2025-01-16,28
M002,Aurangabad,2025-01-16,24
M003,Aurangabad,2025-01-16,21
M004,Aurangabad,2025-01-16,28
M005,Aurangabad,2025-01-16,20
B001,Aurangabad,2025-01-16,24
B002,Aurangabad,2025-01-16,27
B003,Aurangabad,2025-01-16,24
B004,Aurangabad,2025-01-16,33
B005,Aurangabad,2025-01-16,41
V001,Aurangabad,2025-01-16,42
V002,Aurangabad,2025-01-16,69
V003,Aurangabad,2025-01-16,58
V004,Aurangabad,2025-01-16,54
V005,Aurangabad,2025-01-16,48
S001,Aurangabad,2025-01-16,49
S002,Aurangabad,2025-01-16,16
S003,Aurangabad,2025-01-16,38
S004,Aurangabad,2025-01-16,37
S005,Aurangabad,2025-01-16,21
ME001,Aurangabad,2025-01-16,22
ME002,Aurangabad,2025-01-16,21
ME003,Aurangabad,2025-01-16,21
ME004,Aurangabad,2025-01-16,20
ME005,Aurangabad,2025-01-16,24
K001,Aurangabad,2025-01-16,20
K002,Aurangabad,2025-01-16,21
K003,Aurangabad,2025-01-16,24
K004,Aurangabad,2025-01-16,19
K005,Aurangabad,2025-01-16,33
H001,Aurangabad,2025-01-16,74
H002,Aurangabad,2025-01-16,63
H003,Aurangabad,2025-01-16,73
H004,Aurangabad,2025-01-16,91
H005,Aurangabad,2025-01-16,80
P001,Aurangabad,2025-01-16,54
P002,Aurangabad,2025-01-16,42
P003,Aurangabad,2025-01-16,47
P004,Aurangabad,2025-01-16,55
P005,Aurangabad,2025-01-16,54
G001,Aurangabad,2025-01-16,41
G002,Aurangabad,2025-01-16,39
G003,Aurangabad,2025-01-16,35
G004,Aurangabad,2025-01-16,40
G005,Aurangabad,2025-01-16,36
F001,Aurangabad,2025-01-17,26
F002,Aurangabad,2025-01-17,26
F003,Aurangabad,2025-01-17,23
F004,Aurangabad,2025-01-17,22
F005,Aurangabad,2025-01-17,21
M001,Aurangabad,2025-01-17,27
M002,Aurangabad,2025-01-17,17
M003,Aurangabad,2025-01-17,21
M004,Aurangabad,2025-01-17,16
M005,Aurangabad,2025-01-17,25
B001,Aurangabad,2025-01-17,28
B002,Aurangabad,2025-01-17,29
B003,Aurangabad,2025-01-17,22
B004,Aurangabad,2025-01-17,30
B005,Aurangabad,2025-01-17,49
V001,Aurangabad,2025-01-17,32
V002,Aurangabad,2025-01-17,68
V003,Aurangabad,2025-01-17,62
V004,Aurangabad,2025-01-17,64
V005,Aurangabad,2025-01-17,37
S001,Aurangabad,2025-01-17,36
S002,Aurangabad,2025-01-17,26
S003,Aurangabad,2025-01-17,39
S004,Aurangabad,2025-01-17,42
S005,Aurangabad,2025-01-17,22
ME001,Aurangabad,2025-01-17,25
ME002,Aurangabad,2025-01-17,18
ME003,Aurangabad,2025-01-17,26
ME004,Aurangabad,2025-01-17,25
ME005,Aurangabad,2025-01-17,19
K001,Aurangabad,2025-01-17,18
K002,Aurangabad,2025-01-17,24
K003,Aurangabad,2025-01-17,21
K004,Aurangabad,2025-01-17,20
K005,Aurangabad,2025-01-17,29
H001,Aurangabad,2025-01-17,66
H002,Aurangabad,2025-01-17,60
H003,Aurangabad,2025-01-17,58
H004,Aurangabad,2025-01-17,80
H005,Aurangabad,2025-01-17,76
P001,Aurangabad,2025-01-17,41
P002,Aurangabad,2025-01-17,47
P003,Aurangabad,2025-01-17,51
P004,Aurangabad,2025-01-17,44
P005,Aurangabad,2025-01-17,42
G001,Aurangabad,2025-01-17,54
G002,Aurangabad,2025-01-17,42
G003,Aurangabad,2025-01-17,45
G004,Aurangabad,2025-01-17,35
G005,Aurangabad,2025-01-17,43
F001,Aurangabad,2025-01-18,22
F002,Aurangabad,2025-01-18,17
F003,Aurangabad,2025-01-18,21
F004,Aurangabad,2025-01-18,23
F005,Aurangabad,2025-01-18,22
M001,Aurangabad,2025-01-18,26
M002,Aurangabad,2025-01-18,23
M003,Aurangabad,2025-01-18,24
M004,Aurangabad,2025-01-18,20
M005,Aurangabad,2025-01-18,22
B001,Aurangabad,2025-01-18,24
B002,Aurangabad,2025-01-18,33
B003,Aurangabad,2025-01-18,20
B004,Aurangabad,2025-01-18,24
B005,Aurangabad,2025-01-18,46
V001,Aurangabad,2025-01-18,30
V002,Aurangabad,2025-01-18,61
V003,Aurangabad,2025-01-18,60
V004,Aurangabad,2025-01-18,63
V005,Aurangabad,2025-01-18,39
S001,Aurangabad,2025-01-18,42
S002,Aurangabad,2025-01-18,19
S003,Aurangabad,2025-01-18,39
S004,Aurangabad,2025-01-18,43
S005,Aurangabad,2025-01-18,18
ME001,Aurangabad,2025-01-18,22
ME002,Aurangabad,2025-01-18,24
ME003,Aurangabad,2025-01-18,16
ME004,Aurangabad,2025-01-18,19
ME005,Aurangabad,2025-01-18,19
K001,Aurangabad,2025-01-18,23
K002,Aurangabad,2025-01-18,20
K003,Aurangabad,2025-01-18,22
K004,Aurangabad,2025-01-18,21
K005,Aurangabad,2025-01-18,27
H001,Aurangabad,2025-01-18,67
H002,Aurangabad,2025-01-18,88
H003,Aurangabad,2025-01-18,66
H004,Aurangabad,2025-01-18,66
